title,company,location,summary,salary
Site Reliability Engineer,"Flexera Software, Inc.",,A solid understanding of data structures and algorithms. At Flexera SRE is responsible for the reliability of our SaaS offerings....,
Software Engineer (1-2 Years),Visda Technologies,,"In-depth SQL Server experience, T-SQL to create stored procedures, triggers, user-defined functions, complex SQL statements, Data Modelling and Design....",
Quality & Continuous Improvement Engineer - Industrial Manuf...,Michael Page,,Strong report writing skills with good knowledge of data capture and turning data in to useful information. Excellent opportunity to join a market leading heavy...,
"Software Engineer, Cash",Square,,"Design data models to support application features. Strong desire to perform and grow as an engineer. Square Cash is a quick, easy, and free way to send money....",
Data Scientist / Machine Learning (blockchain),Crypto Recruit,,Work with other Data Experts and Engineers to develop our in-house data science library and pipeline. Data mining and modelling experience using mainstream...,"$100,000 - $150,000 a year"
Artificial Intelligence Engineer,Reesby Recruitment,,Previous experience as a data scientist. Are currently hiring an AI Engineer (artificial intelligence and machine learning) in Melbourne for a large Brand name...,"$90,000 - $150,000 a year"
Network Engineer - Compliance,Computershare,,"Deep understanding of Data Network infrastructure technologies. Provide technical assistance and knowledge to guide Routing, Switching, Security, Load Balancing...",
Service Coordinator,Lantech Asia Pacific,,"Use company CRM system to input data, track work, generate reports to be provided to management team for both service and spare parts departments (e.g....",
CONTINUOUS IMPROVEMENT ABS ENGINEER,Arconic,,"Collect, analyse and review machine and production data to provide recommendations for sustained improvements....",
Systems Engineer,ITL Australia,,"About Us Infosys is a global leader in consulting, technology, outsourcing and next-generation services. We enable clients, in more than 50 countries, to stay...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,Chandler Macleod,Melbourne VIC,Knowledge of Data Governance in big data. Knowledge & experience in big data. Melbourne based contract available for an Data Engineer with AWS experience and...,
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
Data Engineer,Servian,Melbourne VIC,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. You will also bring skills in Big Data technologies and...",
Big Data Engineer - Azure Melbourne,Continuum Recruitment,,"Strong experience with big data technologies like Map R, HDFS Stack, Spark. The role involves working closely with team members to optimize the company’s data...",
12 month Electrical Engineering Internship - Power Generatio...,Cummins Inc.,,"Be involved in the analysis of test data, graphing and engineering industry standard reporting. Support the Power Generation engineering team by assisting Power...",
Bigdata Engineers – (Melbourne-Contractor-12 Month Contract),CellOS Software,,Knowledge of data architectures such as data lakes and data warehouses. Bigdata Engineers – (Melbourne-Contractor-12 Month Contract)....,
Sr Analog/Mixed-Signal Design Engineer (71501),"Advanced Micro Devices, Inc.",,"We believe in changing the world for the better by driving innovation in high-performance computing, graphics, and visualization technologies – building blocks...",
Site Reliability Engineer,"Flexera Software, Inc.",,A solid understanding of data structures and algorithms. At Flexera SRE is responsible for the reliability of our SaaS offerings....,
Service Coordinator,Lantech Asia Pacific,,"Use company CRM system to input data, track work, generate reports to be provided to management team for both service and spare parts departments (e.g....",
Environment Engineer - Wholesale Digital - Melbourne,ANZ Banking Group,,"Environment Engineer – Wholesale Digital – Melbourne. To learn more about Wholesale Digital and Customer Data, click on the Vimeo link below-....",
Technical Editor,A Cloud Guru,,"Ability to analyse data and identify trends or opportunities for improvement in practices. Our engineers, designers and content team work together out of our...",
Back end software engineer,Expense Check,,We believe time is everything and are focussed on changing the way the world small business use data to make decisions....,"$80,000 - $120,000 a year"
Network Engineer - Compliance,Computershare,,"Deep understanding of Data Network infrastructure technologies. Provide technical assistance and knowledge to guide Routing, Switching, Security, Load Balancing...",
Data Engineer,Chandler Macleod,Melbourne VIC,Knowledge of Data Governance in big data. Knowledge & experience in big data. Melbourne based contract available for an Data Engineer with AWS experience and...,
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Geotechnical Instrumentation Engineer/Technician,Golder Associates,,"Experienced geotechnical instrumentation engineer required now. Data logging, either commercial stand-alone loggers and/or SCADA/PLC....",
Lead Delivery Engineer,Fusion Professionals,,"2+ years’ experience in with a successful track record in a core Agile role such as Scrum Master, Product Owner, Release Train Engineer, Value Stream Engineer....",
Software Engineer,Property Exchange Australia Limited,,"Demonstrates leadership in the identification, stakeholder advocacy, and risk owner acceptance and action of previously undetected material risks across people,...",
"IT System Engineer L2- Melbourne, VIC",Axiom Technologies,,Desktop Support Engineer. Weighs up options using the available data. Seeks out and uses factual data when available....,
Data Integration Engineer,Experis,,"100TB Data Migration. Experience with GIS, time-series and traffic data. End to end Data pipeline experience. Strong understanding of Databases, Data processing...","$100,000 a year"
Senior Data Scientist,Shelde,,"As a Data Scientist at Shelde, you will form an integral part of our Data Analytics practice. You will have proven Data Science work experience, with a...",
Pre-Sales Engineer - Australia,Confluent,,"Confluent sales engineers drive the technical evaluation stage of the overall sales process, making them critical drivers of customer success as realtime data...",
Data Engineer / Analyst,Peoplebank,,The Data Engineer/Analyst will be responsible for ensuring that our client's assets are supported and maintained in adherence with Service agreements with a...,
Software Engineer,Servian,,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. We are going through a phenomenal growth period and are...",
"MAC Support Specialist – Melbourne, VIC (Casual)",Axiom Technologies,,Desktop Support Engineer. Re-image laptops and complete data transfers for end users. Axiom Technologies Australia is a Melbourne based entity with the history...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
Data Engineer,Chandler Macleod,Melbourne VIC,Knowledge of Data Governance in big data. Knowledge & experience in big data. Melbourne based contract available for an Data Engineer with AWS experience and...,
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
Data Engineer,Servian,Melbourne VIC,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. You will also bring skills in Big Data technologies and...",
Data Engineer - 6 month contract,Six Degrees Executive,,"Due to a large-scale data platform implementation, they are in need of a Data Engineer for an initial 6-month contract. Experience consuming data from APIs....",
Bigdata Engineers – (Melbourne-Contractor-12 Month Contract),CellOS Software,,Knowledge of data architectures such as data lakes and data warehouses. Bigdata Engineers – (Melbourne-Contractor-12 Month Contract)....,
Financial Analyst - 24 months Fixed Term - [Melbourne],IBM,,"Resource allocation, business metrics, portfolio analysis, data modelling and developing new tools. Our clients succeed because of our world-leading researchers...","$94,500 a year"
Back end software engineer,Expense Check,,We believe time is everything and are focussed on changing the way the world small business use data to make decisions....,"$80,000 - $120,000 a year"
Product Engineer,Michael Page,,"Chairing regular conference calls with US based Trailer Product Engineers and Program Managers. Liaising with Sales Managers, both within Australia and overseas...",
Cloud Engineer,Aderant,,Implement and maintain security for infrastructure and data. We are seeking a Cloud Engineer who is passionate and excited to learn new technologies and...,
Project Coordinator,Murdoch Childrens Research Institute,,"Experience in data and database management, data collection and analysis. We are a diverse team of world-leading researchers, doctors, engineers, and...","$71,647 - $86,458 a year"
UX Software Engineer,Shelde,,"Data Engineering experience. Shelde is an 8-year-old integrated digital, security and data analytics partner....",
Data Governance Engineer/Lead,Michael Page,,"Driving Data management, sharing, access and release of data. Data Cleansing experience. Implementing an organisation-wide Data Governance Framework....",
Graph DB Engineer,Global Consulting Services Pty Ltd,,"3+ years’ experience in Data processing/engineering field. Our client, a leading national telecommunications solution provider seeks a highly skilled Graph DB...",
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
Data Engineer,Servian,Melbourne VIC,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. You will also bring skills in Big Data technologies and...",
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
Financial Analyst - 24 months Fixed Term - [Melbourne],IBM,,"Resource allocation, business metrics, portfolio analysis, data modelling and developing new tools. Our clients succeed because of our world-leading researchers...","$94,500 a year"
Software Engineer (Java),Pulselive,,"JSON data structures. You will be able to work with a wide range of data sources and providers from video, commentary to live sports data....",
Backend Developer,61Financial.com.au,,Responsible for developing internal systems for data collection & management. We have two exciting opportunities for an in-house Software Engineers (1\*Backend...,"$70,000 - $80,000 a year"
"Senior Customer Support Engineer, APAC",Imprivata,,Ensures CRM data are kept up to date at all times. We are seeking a Senior Customer Support Engineer for our Melbourne Australia office....,
Project Engineer - Grid Compliance,Vestas,,Project Engineer- Grid Compliance. Registered or Certified Professional Engineer (RPEng or CPEng). Through our industry-leading smart data capabilities and...,
Senior Data Engineer,CSKnexus,,"We are seeking a consultant who is an experienced Senior Data Engineer who will be responsible for the design, implementation and documentation of data...",
Cloud Engineer,Aderant,,Implement and maintain security for infrastructure and data. We are seeking a Cloud Engineer who is passionate and excited to learn new technologies and...,
Ruby on Rails Engineer,Just Digital People,,"Knowledge or data warehousing and data lakes. Mentor other engineers. Work collaboratively with the wider business, engineers, sales, analytics etc....",
data commercialisation engineer,Randstad,,The Data Commercialisation Engineer will work collaboratively with the wider team to integrate multiple data sources into the production pipeline and into the...,
"Big Data Engineer, Python or Scala, Spark Streaming, Hadoop",Northbridge IT Recruitment Propr,,Join a newly established & high caliber Data Engineering team focused on delivering Real-Time Data & Big Data Engineering services across the organisation....,
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
Data Engineer,Servian,Melbourne VIC,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. You will also bring skills in Big Data technologies and...",
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
DevOps Engineer,amdocs,,"From virtualized telecommunications networks, Big Data and Internet of Things to mobile financial services, billing and operational support systems, we are...",
data commercialisation engineer,Randstad,,The Data Commercialisation Engineer will work collaboratively with the wider team to integrate multiple data sources into the production pipeline and into the...,
"Senior Customer Support Engineer, APAC",Imprivata,,Ensures CRM data are kept up to date at all times. We are seeking a Senior Customer Support Engineer for our Melbourne Australia office....,
Support Engineer II - Security Infrastructure,Amzn Commercial Srvcs Pty Ltd,,Amazon Global Security Operations (GSO) is looking for an experienced Support Engineer to provide application and infrastructure support for the GSO Security...,
Lead Electrical Engineer,Aabak,,Data Analysis and calculation to aid engineering decisions. Successful applicants will be looking to join a focused team of engineers working on various...,"$80,000 - $120,000 a year"
Network Engineer,Milestone IT,,Data Centre Fabric. DWDM and other data transport technologies. My client a large market leader in seeing a Network Engineer to commence on a contract....,
Software Engineer (Java),Pulselive,,"JSON data structures. You will be able to work with a wide range of data sources and providers from video, commentary to live sports data....",
"Customer Account Executive, Australia",Twilio,,"You will also create a partnership with CSMs to proactively gather, analyze and leverage data on customer changes, industry trends and competitive dynamics to...",
Big Data Engineer - Azure Melbourne,Continuum Jobs,,"Strong experience with big data technologies like Map R, HDFS Stack, Spark. The role involves working closely with team members to optimize the company’s data...",
Machine Learning Engineer,Reesby Recruitment,,Working with data. Reesby are seeking an experienced and enthusiastic Machine Learning Engineer with solid expertise in algorithms and software engineering....,"$900 - $1,300 a day"
Data Engineer,Chandler Macleod,Melbourne VIC,Knowledge of Data Governance in big data. Knowledge & experience in big data. Melbourne based contract available for an Data Engineer with AWS experience and...,
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
"Cyber Analyst – Melbourne, VIC (Casual)",Axiom Technologies,,Imperva Data Base Firewall Experience (highly valued). Axiom Technologies Australia is a Melbourne based entity with the history of providing Managed IT...,
IT Desktop Lead- Melbourne (Casual Full Time),Axiom Technologies,,Weighs up options using the available data. Seeks out and uses factual data when available. Systematically analyses the pros and cons of an issue and supporting...,
Product Engineer,Michael Page,,"Chairing regular conference calls with US based Trailer Product Engineers and Program Managers. Liaising with Sales Managers, both within Australia and overseas...",
Senior Quality Engineer - Belong,Telstra,,Experience in using data to drive improvements and influence quality outcomes. You’ll have a passion to build in quality throughout the lifecycle of digital...,
Project Management Coordinator,SNC-Lavalin,,"Please consult our Privacy Notice on our Careers site to know more about how we collect, use and transfer your Personal Data....",
Civil Engineer,Wood,,Ability to transfer skills and knowledge to other engineers including remote teams working in different cultures....,
Splunk Engineer,Global Consulting Services Pty Ltd,,"Splunk data acquisition. Data normalisation and the Splunk CIM. Our client, a leading national telecommunications solution provider seeks a highly skilled...",
Metabase Engineer,Global Consulting Services Pty Ltd,,"Our client, a leading national telecommunications solution provider seeks a highly skilled Metabase Engineer to join their Operate Maintain Network Service team...",
Senior Engineer I,Mondelez International,,Independent interpretation of data to deliver results and draw key business relevant conclusions. We currently have a vacancy for a Senior Engineer to support...,
Senior Data Engineer,Michael Page,,Manage Data Analytics demand pipeline. Deliver superior customer service and manage Data Analytics support queue....,
Data Engineer,Chandler Macleod,Melbourne VIC,Knowledge of Data Governance in big data. Knowledge & experience in big data. Melbourne based contract available for an Data Engineer with AWS experience and...,
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
Integration Engineer - Wholesale Digital,ANZ Banking Group,,"To learn more about Wholesale Digital and Customer Data, click on the Vimeo link below:. Experience with performance tuning, building servers and databases,...",
Backend Developer,61Financial.com.au,,Responsible for developing internal systems for data collection & management. We have two exciting opportunities for an in-house Software Engineers (1\*Backend...,"$70,000 - $80,000 a year"
Stormwater Projects Engineer,HAYS,,Collecting and analysing data for the preparation of strategies and master plans. A Stormwater Projects Engineer job paying circa $40.00 per hour for a local...,$40 an hour
Senior Design Engineer,Daniels Health,,"Analyse quality data to identify potential product improvements. Research and analyse design briefs, supplier specifications, manuals, and other data to...",
Consultant / BI and Analytics / Melbourne,EY,,"We go beyond strategy and provide end to end implementation of real life data environments and have some of the best architects, project managers, business...",
Quality Analyst,Culture Amp,,"The role will include developing great automation code, well thought out test data, and manual and exploratory testing....",
"Project Engineer, Contract Admin",HAYS,,"Financial and data analysis skills and experience. As well as being a qualified Engineer, you’ll have:. A Project Engineer, Contract Admin job paying circa $42...",$42 an hour
NETWORK ENGINEER,HAYS,,"Performing systems maintenance tasks, such as back-up, and data recovery. IT Network Engineer job available at growing organisation | Permanent role | Immediate...",
Product Designer,Zendesk,,"Work with Product Managers and Engineers to grow concepts through design exploration, ideation and user validation....",
Senior Big Data Engineer (Machine Learning),Reesby Recruitment,,"Good understanding of Data Analytics, Machine Learning, Neural Networks. Are working with a global brand named client to fulfil current vacancies in Big Data....","$80,000 - $150,000 a year"
Data Engineer,Servian,Melbourne VIC,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. You will also bring skills in Big Data technologies and...",
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
NETWORK ENGINEER,HAYS,,"Performing systems maintenance tasks, such as back-up, and data recovery. IT Network Engineer job available at growing organisation | Permanent role | Immediate...",
Senior Software Engineer,B2BE Pty Ltd,,"Familiar with XML, JSON data formats;Good communication skills and can liaise and work with others not only locally but within the B2BE global environment....","$100,000 - $120,000 a year"
Project Coordinator,Murdoch Childrens Research Institute,,"Experience in data and database management, data collection and analysis. We are a diverse team of world-leading researchers, doctors, engineers, and...","$71,647 - $86,458 a year"
Data Scientist Chapter Lead,ANZ Banking Group,,"Data Scientist, Chapter Lead - Data Ecosystem and Advanced Analytics – Data Services. Cloudera Data Science Workbench (CDSW) or Trifacta Data Wrangler....",
Quality Analyst,Culture Amp,,"The role will include developing great automation code, well thought out test data, and manual and exploratory testing....",
Software Engineer / Manager,Kingston Data Systems Pty Ltd,,"We are a small technology business in the South East Suburbs of Melbourne, with a global client base in high speed industrial inspection and cloud based...",
"IT Service Desk Analyst – Melbourne, VIC (Casual/ AX_160_JP)",Axiom Technologies,,Desktop Support Engineer. Weighs up options using the available data. Seeks out and uses factual data when available....,
"IT Support Analyst (Jamf Casper Suite)- Melbourne, CBD ( Cas...",Axiom Technologies,,Weighs up options using the available data. Seeks out and uses factual data when available. Systematically analyses the pros and cons of an issue and supporting...,
"Project Engineer, Contract Admin",HAYS,,"Financial and data analysis skills and experience. As well as being a qualified Engineer, you’ll have:. A Project Engineer, Contract Admin job paying circa $42...",$42 an hour
Developer,Verrency,,"Far more important is a deep understanding in good development practices, an understanding of data streaming, problem solving, and a proven willingness to learn...",
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
Data Engineer,Chandler Macleod,Melbourne VIC,Knowledge of Data Governance in big data. Knowledge & experience in big data. Melbourne based contract available for an Data Engineer with AWS experience and...,
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
Technical Solution Engineer,AvePoint,,"Competence with testing, flowchart, and data mapping tools and procedures. The Technical Solutions Professional (TSP) works as a pre-sales resource and serves...",
DevOps / Cloud-Ops Engineer - Belong,Telstra,,"About Belong Belong’s mission is to deliver inspired, effortless, human connection. We started in 2013 with the purpose of providing Australians with great...",
"Systems Test Engineer (Sydney,Adelaide,Brisbane,Perth,Melbou...",Tata Consultancy Services (TCS),,"Systems Test Engineer (Sydney, Adelaide, Brisbane, Perth, Hobart, Darwin and Melbourne). Scheduling and conducting quality audit inspections, and analysing and...","$60,000 - $110,000 a year"
Senior Big Data Engineer (Machine Learning),Reesby Recruitment,,"Good understanding of Data Analytics, Machine Learning, Neural Networks. Are working with a global brand named client to fulfil current vacancies in Big Data....","$80,000 - $150,000 a year"
Microsoft Exchange Administrator – Melbourne (AX_256),Axiom Technologies,,Weighs up options using the available data. Seeks out and uses factual data when available. Systematically analyses the pros and cons of an issue and supporting...,
Business Consultant,Teradata,,"We call this Pervasive Data Intelligence. Join us and help create the era of Pervasive Data Intelligence. And we do it at scale, on-premises, in the Cloud, or...",
"Cloud Engineer, Services",Swift Navigation,,"Advanced data collection and analysis pipelines; A deep understanding of distributed systems (pitfalls, scaling issues, residency, integrity) to include...",
Software Integration Engineer,Thales Group,,"Contribute to the system configuration (branching & merging), data management, system release management and system administration....",
Software Integration Engineer,Thales,,"Contribute to the system configuration (branching & merging), data management, system release management and system administration....",
Consultant / BI and Analytics / Melbourne,EY,,"We go beyond strategy and provide end to end implementation of real life data environments and have some of the best architects, project managers, business...",
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
Data Engineer,Chandler Macleod,Melbourne VIC,Knowledge of Data Governance in big data. Knowledge & experience in big data. Melbourne based contract available for an Data Engineer with AWS experience and...,
Senior Design Engineer,Daniels Health,,"Analyse quality data to identify potential product improvements. Research and analyse design briefs, supplier specifications, manuals, and other data to...",
Data Scientist - Utilities Retail,Michael Page,,Experience working with Data Engineers and Analysts. Mid size organisation looking to expand their Data capacity....,
Security Engineer - Institutional - Melbourne,ANZ Banking Group,,"Security Engineer - Wholesale Digital and Customer Data – Institutional – Melbourne. To learn more about Wholesale Digital and Customer Data, click on the Vimeo...",
Senior Project Engineer,CommScope,,The DCCS Senior RF Engineer will perform a variety of engineering services to support the DCCS business in Asia Pacific region....,
Integration Engineer - Wholesale Digital,ANZ Banking Group,,"To learn more about Wholesale Digital and Customer Data, click on the Vimeo link below:. Experience with performance tuning, building servers and databases,...",
"Senior Analyst, Quality Engineer – Automation",NAB - National Australia Bank,,"The Direct Client Reporting team supports the technology for the Asset Servicing data warehouses, online client reporting tool among others....",
"Engineer, Secure Internet Services",ANZ Banking Group,,"Front/Back end Engineer, Operations Engineer, Integration Engineer, Infrastructure Engineer, Security Engineer, Service Desk etc....",
Principal - Geotechnical Engineer,Newcrest Mining,,"Collection and analysis of geotechnical data; Along with your impeccable approach to safety, you will have sound data collection, analytical, and interpretation...",
Engineering Operations Analyst,PACCAR Inc.,,Report data as per special request. Ability to gather data and report outcomes. Provide technical support for Liaison Engineers and PACCAR Parts Service Bill of...,
"Sr. Account Executive, Australia",Imperva,,"Imperva is an analyst-recognized, cybersecurity leader—championing the fight to secure data and applications wherever they reside....",
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
Junior Systems Engineer,Interface Recruitment Australia,,With this in mind they are looking for a Junior Systems Engineer to be the initial point of contact for all IT enquiries....,"$48,000 a year"
"Sr. Account Executive, Australia",Imperva,,"Imperva is an analyst-recognized, cybersecurity leader—championing the fight to secure data and applications wherever they reside....",
"Senior Analyst, Microservice Engineer",NAB - National Australia Bank,,"The ability to work independently with minimal management supervision and as part of a team of engineers. Ensure all systems, platforms and applications are...",
"Engineer, Financial Crime (Industrial Network Analysis)",ANZ Banking Group,,"Data governance – experience in data lineage and data quality control. Engineer - Fraud, Financial Crime & Retail Decisioning....",
Technical Consultant / Systems Engineer,BAE Systems Applied Intelligence,,Understanding of Java and J2EE architectures/and/or Data Server. The Applied Intelligence division of BAE Systems delivers solutions which protect and enhance...,
"Cyber Analyst – Melbourne, VIC (Casual)",Axiom Technologies,,Imperva Data Base Firewall Experience (highly valued). Axiom Technologies Australia is a Melbourne based entity with the history of providing Managed IT...,
APS4 - Research Security Services Coordinator,Australian Government Department of Defence,,"As one of Australia’s largest employers of scientists and engineers, DST delivers expert impartial advice and innovative solutions for Defence and national...","$67,100 - $73,256 a year"
Account Executive ECS Government,Salesforce,,"Daily update of the Salesforce system with accurate customer and pipeline data. Solutions through strategic value based selling, business case definition, ROI...",
Grid Connection Engineer,Design and Construct,,"NSP Data and Network. Grid Engineer | Solar | Renewable Energy. As Grid Engineer, you will be responsible for the following;...",
IT Desktop Lead- Melbourne (Casual Full Time),Axiom Technologies,,Weighs up options using the available data. Seeks out and uses factual data when available. Systematically analyses the pros and cons of an issue and supporting...,
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
Data Engineer,Chandler Macleod,Melbourne VIC,Knowledge of Data Governance in big data. Knowledge & experience in big data. Melbourne based contract available for an Data Engineer with AWS experience and...,
Engineer,ANZ Banking Group,Melbourne VIC,"Software Engineer Role. What you bring to the role as an Engineer. I use my critical thinking, network, skills, knowledge, and available data to drive better...",
Data Engineer,NAB - National Australia Bank,Melbourne VIC,"We are current looking for Data Engineers to play a leading role in building out our capability. Work with cutting edge cloud and open source data technologies,...",
API Engineer - Belong,Telstra,Melbourne City Centre VIC,We are seeking an experienced API Engineer to be a critical member of a cross-function agile team. You will have a key role in enabling people by sharing best...,
Asset Engineer,Bayside Personnel,Melbourne VIC,Define and maintain accurate data of an electronic asset maintenance register. Work With A Major Owner Asset Portfolio....,
Data Engineer,Servian,Melbourne VIC,"Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics. You will also bring skills in Big Data technologies and...",
