title,company,location,summary,salary
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Data Scientist - Small Consultancy - $120K - $180K + Super,Hyre Pty Ltd,,"You will be working with large sets of legacy data. A background in Maths, Data Analysis, Actuarial, or Physics would be an advantage....","$120,000 - $180,000 a year"
Sales Operations Analyst,HealthNewCo,,Distributor Business Review (DBR) report-cards and output data gathering/mining/analysis. Share data mining and analysis and development of countermeasures....,
Data Analyst,Charterhouse,,"Our client based in Ashfield, are looking for a Data Analyst to join the team. To be successful in this role you must have a high level of data comprehension...",
Business / Data Analyst,Charterhouse,,Data Preparation using source data files. Our NSW Government client are currently seeking a Business / Data Analyst for an opportunity in Ashfield....,$88 an hour
Data Analyst/Lead – Immediate Start!,Aurec Human Capital Group,,"Seeking Data Analysts for one of the largest Programs in NSW. Provide gathered, cleansed and created data to data partners in agreed formats....",
Campaign Data Analyst (Marketing Analytics) - Retail Industr...,Talent Insights Group,,Provide data support for end-to-end campaign execution. Make available ad-hoc/supplementary data sets for selection in marketing platforms....,"$110,000 a year"
Supply Chain Analyst,MGA Entertainment,,"Ability to define problems, collect data, establish facts and draw valid conclusions. This role will also work with all major retailers in Australia across...",
Data Analyst,Talent International,,"Researching and selecting the latest and best tools and methods for data analysis, data visualisation, data modelling and data wrangling....",
Data Scientist/Analyst – SAS,Adaps,,"As a Data Scientist you will design data stores, and build advanced data models to solve complex problems and generate sophisticated insights....",
Quality Analyst,AMP Limited,,Ability to interpret data and conduct root/cause analysis to reduce wastage and improve performance. Working for AMP....,
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Rebates Analyst,Baxter,,Prepare rebate data and assist with business reviews and executive reports. We are looking for a motivated and skilled Rebate Analyst who thrives working in a...,
HR Insights Analyst - Permanent,GrainCorp,,Excellent analytical skills and articulate in presenting the data to internal stakeholders. The Remuneration and Performance team has an exciting opportunity...,
Revenue Growth Analyst,Vodafone,,"As a Revenue Growth Analyst, you will be responsible for supporting critical commercial decisions to drive Vodafone’s growth agenda....",
Financial Investigator,ASIC,,Analyse financial information to identify data trends or anomalies. Experience as a forensic accountant or financial analyst working with financial accounting...,"$79,830 - $89,478 a year"
Big Data Engineer,Quantium,,Quantium Big Data Engineer. We’re looking for Big Data technologists:. A solid foundation in functional and object-oriented programming with data structures....,
Data Analyst (Accounting) - Government Insurance,Command Group,,"Reconciling data, extract data, clean data. To support the activities of the Insurance for NSW Business Intelligence and Analytics function, to ensure the...",$476 a day
Data and Reporting Analyst - Tableau and SQL,Advanced Recruitment Partners,,"Highly numerate with a solid commercial acumen in how data contributes to the business, as well as, advanced data manipulation skills....",
Customer Insights Analyst,Bank of Queensland,,"Tertiary qualifications in Marketing, Data Science or similar field. Work with the team to solve customer journey challenges through behavioural, qualitative...",
Data Engineer,VGW,,"As an engineer in the Data & Analytics team, you'll work closely with our analysts and data scientists to spec, build and operate our new cutting edge data...",
B2C Tactical Pricing Analyst,Caltex Australia,,B2C Tactical Pricing Analyst. As a data driven professional you naturally look to solve problems through strategic analysis supported by your technological...,
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Investment Banking Analyst - Technology and Industrials,RBC,,We are actively seeking an Investment Banking Analyst to support the Technology & Industrials Group at RBC in Sydney....,
Power BI Data Analyst,Charterhouse,,Proven experience creating data structures from data sets. Data modelling experience. Our client is seeking a Data Analyst in Parramatta for a Dynamics 365...,
MDT Information Manager(Analyst)-Cancer Institute(Liverpool...,South Western Sydney Local Health District,,"Demonstrated data management skills - data collection, entry, analysis, reporting and validation of health data....","$1,552 - $1,820 a week"
Business Analyst,IQVIA,,"As a Business Analyst you will consult on client projects, providing business insight into understanding data management challenges involving data extraction,...",
Credit Risk Analyst,Optus,,The Credit Risk Analyst is primarily responsible for the assessment of credit applications from both new and existing customers....,
Product Analyst,AMP Limited,,Product Analyst – Everyday Banking Products. Analyse data to identify new and lost opportunities; Maintain benchmarking reports through Data interpretation and...,
Data Scientist (Quantitative Analyst),Hays Onsite at Toyota,,"Our Data Science team within the Risk department located in Head Office, St Leonards, is currently seeking to appoint a Data Scientist on a permanent full time...",
Junior SQL Analyst,Correlate Resources,,"Leveraging your strong SQL, SAS or R data management skills you will extract, manipulate and merge large volumes data from a variety of complex data sources....","$65,000 - $75,000 a year"
Service Quality Analyst I TNT Erskine Park,TNT,,Solid experience in data analysis and reporting; Assist in managing the service quality reporting requirements and provide both National and State management...,
Workforce Management Analyst,Corporate Services,,Workforce Management Analyst. Research and data analysis. As the Business Analyst - Workforce Management (Workforce Management Analyst) you will play a key part...,
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Inventory Analyst,people2people,Fairfield NSW,Attention to detail to allow for simplistic data presentations. Tracking reports and extracting data to have visability on product shelf life and stock levels...,"$40,000 - $50,000 a year"
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Risk Analyst,Bupa,Sydney NSW,"Strong analytical skills to convert risk and incident data into meaningful management information; Working with the Compliance team and Risk Business Partner,...",
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Technical Support Analyst,Australian Securities Exchange (ASX),, Presence required at ASX Bridge St offices and ALC Data Centre (Artarmon) on a rotation basis. Provision of 2nd level support for DCS (Derivatives Clearing...,
Data Engineer - Internal Analytics,SafetyCulture,,"Collaborate closely with data infrastructure engineers and data analysts across different teams, find bottlenecks and solve the problem....",
Business Intelligence Analyst,Prospa,,A deep understanding of Data Visualisation principles. Strong SQL query writing or data transformation experience....,
Technology & Innovation Graduate,TAL,,"You will gain exposure to key areas across TAL such as Data and Architecture, IT Security, Digital Development and Innovation, working alongside Business...",
Business Analyst,Indeed,,"Problem solve, analyze data and present findings in a way that encourages sales to optimize revenue potential via customized sales presentations and performance...",
"Business Analyst, Brand and Marketing",Macquarie Group Limited,,An exciting opportunity exists for a dynamic Business Analyst to join the Business Operations team within Macquarie’s Brand and Marketing function....,
Business Analyst,Noni B Group,,Prepare complex test data. Minimum of 3 years Business Analyst experience (retail experience highly regarded)....,
Data Risk Analyst,HAYS,,"Data - Home-buying, Risk, Credit. This well-known financial services business are looking to recruit a Data Risk Analyst to be based in Sydney CBD....",
Customer Insights Analyst,Bank of Queensland,,"Tertiary qualifications in Marketing, Data Science or similar field. Work with the team to solve customer journey challenges through behavioural, qualitative...",
Actuarial Analyst,TAL,,The position will be responsible for analysing data to help influence business decisions. Welcome to This Australian Life....,
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Workforce Management Analyst,Corporate Services,,Workforce Management Analyst. Research and data analysis. As the Business Analyst - Workforce Management (Workforce Management Analyst) you will play a key part...,
Business Analyst,Indeed,,"Problem solve, analyze data and present findings in a way that encourages sales to optimize revenue potential via customized sales presentations and performance...",
Security Operations and Intelligence Analyst – SOC,Link Group,,"Since our inception, Link Group has been entrusted by clients to handle sensitive data in a secure and confidential manner....",
Technical Support Analyst,Australian Securities Exchange (ASX),, Presence required at ASX Bridge St offices and ALC Data Centre (Artarmon) on a rotation basis. Provision of 2nd level support for DCS (Derivatives Clearing...,
Data Risk Analyst,HAYS,,"Data - Home-buying, Risk, Credit. This well-known financial services business are looking to recruit a Data Risk Analyst to be based in Sydney CBD....",
Business Analyst,Noni B Group,,Prepare complex test data. Minimum of 3 years Business Analyst experience (retail experience highly regarded)....,
Business Analyst,IQVIA,,"As a Business Analyst you will consult on client projects, providing business insight into understanding data management challenges involving data extraction,...",
Actuarial Analyst,TAL,,The position will be responsible for analysing data to help influence business decisions. Welcome to This Australian Life....,
Technical Business Analyst - Enterprise Data Management,Macquarie Group Limited,,"Working with the Enterprise Data Architect, Data Quality Lead and other stakeholders across Macquarie Group, you will lead investigations into enterprise data...",
Senior Data Scientist / Machine Learning Engineer,Intellify,,"We also believe great data science comes from great teams, so invest continuously in up-skilling and cross-training our data scientists, with lunch & learn...","$120,000 - $160,000 a year"
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Service Quality Analyst,TNT Express,,Solid experience in data analysis and reporting; Assist in managing the service quality reporting requirements and provide both National and State management...,
Junior SQL Analyst,Correlate Resources,,"Leveraging your strong SQL, SAS or R data management skills you will extract, manipulate and merge large volumes data from a variety of complex data sources....","$65,000 - $75,000 a year"
Account Analyst,Goodman,,2-3 years' experience as a business analyst or sales analyst. Manage the Trade Spend data base. Demonstrated ability to mine large data sets and generate...,
Support Services Analyst,Ecolab,,We are seeking a highly organised and driven Support Services Analyst to join our Finance & Administration team at Ecolab....,
IT Support Analyst,Sourced Group,,Maintain personal awareness and accountability for the securitisation of the group’s customer and employee data....,
Senior Business Analyst,Westpac Group,,Lead Business Analyst in major end-to-end business process re-engineering or business transformation initiatives;...,
Data Warehouse Test Lead,DX Solutions,,"Testing on Data Warehouse projects. We are looking to consolidate multiple BI tools, data marts and DWH’s into a common platform to have readily available data...",
Business Analyst,Venture Consulting,,Conduct research and draw meaningful insight from your own data analysis and modelling. As a Business Analyst at Venture Consulting you will work across...,
Field Business Analyst - NSW,British American Tobacco,,An exciting opportunity has become available for a Field Business Analyst to be based in our Sydney office....,
Risk and Compliance Analyst,Allianz,,Risk and Compliance Analyst. Strong analytical skills to convert risk and incident data into meaningful management information....,
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Inventory Analyst,people2people,Fairfield NSW,Attention to detail to allow for simplistic data presentations. Tracking reports and extracting data to have visability on product shelf life and stock levels...,"$40,000 - $50,000 a year"
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Risk Analyst,Bupa,Sydney NSW,"Strong analytical skills to convert risk and incident data into meaningful management information; Working with the Compliance team and Risk Business Partner,...",
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Sales Analyst - Promotions and Claims,Red Bull Australia,,Data Integrity and Reporting. Managing a ledger of approximately 80 actives accounts....,
Data Analyst - Tableau,AUREC,,"Data and Reporting Analyst to work on visualisation of data working directly with stakeholders utilising Tableau, Adobe, Excel and SQL....",
Consultant,ITL Australia,,"Participates in activities related to requirement gathering, validation of design and implementation Strong knowledge in SAP BW 7.x and BW4HANA, BO experience...",
Service Quality Analyst,TNT Express,,Solid experience in data analysis and reporting; Assist in managing the service quality reporting requirements and provide both National and State management...,
B2C Tactical Pricing Analyst,Caltex Australia,,B2C Tactical Pricing Analyst. As a data driven professional you naturally look to solve problems through strategic analysis supported by your technological...,
Technology Analyst,ITL Australia,,"The candidate will be involved in configuration activities related to Siebel CRM, Siebel OCH (Oracle Customer Hub that is a Master Data Management product)...",
Business Analyst,EZYPAY,,"Experience in data analytics. Deliver elements of systems design, including data migration rules, business rules, wireframes, or other detailed deliverables....",
Actuarian with Actuarial qualifications and Data Analyst ski...,Powerdata Group Consulting,,We are looking for Actuaries and Data Analysts with Actuarial qualifications to assist in delivering the Insights and Outcomes strategy....,
Sales Effectiveness Analyst,Pfizer Inc.,,"Load IMS, IRI and key accounts settlement data into TPM each month to ensure data and system integrity. Experience with syndicated data sources including IRI,...",
Payments Pricing Analyst,Tyro,,"Leveraging machine learning and artificial intelligence, the Pricing Analyst will help to optimise the Payments Pricing Portfolio to deliver against commercial...",
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Systems Analyst,Minter Ellison Lawyers,,"The Systems Analyst will also be a key contributor to Finance Systems improvement projects, working to assist Business Analysts and Testing Analysts with...",
Credit Analyst (Permanent),BNP Paribas,,"Synthesises and Interprets data from financial reports, periodicals etc and makes recommendations. Prepare rigorous and synthetic credit proposals with accurate...",
Business Analyst,Venture Consulting,,Conduct research and draw meaningful insight from your own data analysis and modelling. As a Business Analyst at Venture Consulting you will work across...,
Rebates Analyst,Baxter,,Prepare rebate data and assist with business reviews and executive reports. We are looking for a motivated and skilled Rebate Analyst who thrives working in a...,
Senior Business Analyst,Westpac Group,,Lead Business Analyst in major end-to-end business process re-engineering or business transformation initiatives;...,
Business Insights Analyst / Tableau Developer,Brown-Forman,,"Working knowledge of data analysis, data modelling, data segmentation, data integration and database design. 2-3 years experience with data preparation and data...",
Change Analyst,Finite IT,,5 years+ experience as a Change Analyst. This is a fantastic opportunity for a Change Analyst to join one of the largest government agencies in NSW....,$600 a week
Practice Finance Analyst,AMP Limited,,Good analytical skills with the ability to interpret application and risk analysis data to identify trends and make recommendations to ensure business...,
Lead Data Scientist,KPMG,,"As a Data Scientist in our team, you will:. Deploy numerical techniques and algorithms to learn patterns and extract answers from data....",
Lead Data Scientist,BCG Digital Ventures,,"As a Lead Data Scientist, you will:. You will be involved from the early stages of defining data needs and sourcing data, all-the-way through to productionising...",
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Customer Data Analyst - Machine Learning projects,Talent Insights Group,,We are working with a well-respected financial services market leader to hire a Customer Analytics Data Analyst / Senior Analyst to join their internal customer...,
GIS Analyst,Adecco,,Opportunity working with Big Data and Open Source Data. Gathering and analysing large spatial data. This role will involve gathering and analysing large spatial...,
Application Support IT Analyst,Norman Disney & Young (NDY),,"Ability to manipulate, analyse and interpret data. The Application Support Analyst will be responsible for the support of Deltek Vision, an ERP application used...",
Risk and Compliance Analyst,Allianz,,Risk and Compliance Analyst. Strong analytical skills to convert risk and incident data into meaningful management information....,
Campaign Analyst,Datarati,,"Passionate about data? Data visualisation platforms experience is a bonus. Able to visualise data, interpret the results and provide insights....",
Business Analyst,Rabobank,,"O Experience in collecting, cleansing, and converting data, data mining, data mapping, data integrity. O Experience in a Data or Analytical role....",
Agile Business Analyst,Quantium,,"We combine a team of experts that spans data scientists, actuaries, statisticians, business analysts, strategy consultants, engineers, technologists,...",
Organisational Analyst,Tata Consultancy Services (TCS),,We are seeking the full-time services of an experienced Organisational Analyst to join our team at TCS in North Sydney and who will be responsible for creating...,"$60,000 - $110,000 a year"
Operations Analyst,Standard Communication,,We have a new opportunity for an Operations Analyst to join our business In the role of Operations Analyst you will report to the Financial Controller and you...,
ANZ Payroll Function Analyst (9 – 12 months Fixed Term Contr...,Accenture,,Assisting with review and validation of data entry and paperwork (e.g. ANZ Payroll team professionals provide the timely and accurate delivery of employee...,
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Inventory Analyst,people2people,Fairfield NSW,Attention to detail to allow for simplistic data presentations. Tracking reports and extracting data to have visability on product shelf life and stock levels...,"$40,000 - $50,000 a year"
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Inventory Analyst,people2people,Fairfield NSW,Attention to detail to allow for simplistic data presentations. Tracking reports and extracting data to have visability on product shelf life and stock levels...,"$40,000 - $50,000 a year"
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Parts Analyst - Greystanes,Hitachi Construction Machinery Australia,,Confident computer literacy skills and accurate data management. Demonstrated knowledge and previous experience within a parts environment undertaking data...,
Informatica ETL Analyst (Data Quality): Enterprise Client!,AUREC,,"Perform simple ETL modifications based upon inputs from the Data Control Manager, MDM and Data Analysts. Strong SQL experience / Netezza / Teradata / Oracle...",$400 a day
Field Business Analyst - NSW,British American Tobacco,,An exciting opportunity has become available for a Field Business Analyst to be based in our Sydney office....,
Business Analyst,GBGroup,,Head of Data. 2-5 years’ experience as a business analyst or architect working on corporate systems. We are looking for an experienced and capable Business...,
"Data Analyst, Insights & Modelling | Hadoop, Big Data, SQL,...",Northbridge IT Recruitment Propr,,"Currently we have a Data Analyst role available that will see you Design / Report Data capabilities, articulate outcomes and insights....",
Campaign Data Analyst- Iconic Australian Company,Talent Insights Group,,"Work with Core analytics teams to ensure that existing data quality is constantly improved. Marketing Data OPs, Campaign Analysis, Campaign Execution, database...",
Lead Data Scientist in Sydney,Metigy,,"Data Science in Sydney, Australia. Experience working with and creating data architectures. Provide leadership and mentorship to the data team....",
"Analyst, Program Management Office",Rabobank,,Demonstrated sound understanding of accounting/financial reporting for data and trends analysis. Working as an integral part of Rabobank’s Program Management...,
Lead Equities Research Analyst - Small Cap Industrials,Fulsearch,,Lead Equities Research Analyst - Small Cap Industrials. Proven ability to critically review and analyse industry data....,"$250,000 - $300,000 a year"
Data Analyst,u&u Recruitment Partners,,Data Analyst opportunity within a high performing team. Work with the data team to interpret and analyse data results;...,
Operations Analyst - Marketplace,THE ICONIC,Sydney NSW,You have experience in operational process improvement and driving efficiency through data. The successful candidate will be comfortable immersing themselves in...,
Data Scientist,Cover Genius,Sydney NSW,We’re seeking a senior data scientist to support the product and marketing with insights gained from analysing company data....,
Data Scientist,THE ICONIC,Sydney NSW,We love to move fast and validate learning using data (lucky for us our Data Science & Analytics team is also world class!)....,
Risk Analyst,Bupa,Sydney NSW,"Strong analytical skills to convert risk and incident data into meaningful management information; Working with the Compliance team and Risk Business Partner,...",
Data Analyst - Airline Catering,Gate Gourmet,New South Wales,"The Data Analyst – Costing & Customer Data role is responsible for accurate build, maintenance & analysis of customer related data in Gate Gourmet's ERP system...",
Analyst – Market Data Utility,ANZ Banking Group,Sydney NSW,Markets Data Hub Squad. Who has a data centric view of the world and enjoys dealing with complex data. Assist clients to develop their data requirements....,
Global Data - Mortgages Analyst - Sydney,Bloomberg,Sydney NSW,"Mortgages Analyst - Sydney. Our Market Data Analysts collect, analyse, process and publish the data which is the backbone of our iconic Bloomberg Terminal- the...",
Inventory Analyst,people2people,Fairfield NSW,Attention to detail to allow for simplistic data presentations. Tracking reports and extracting data to have visability on product shelf life and stock levels...,"$40,000 - $50,000 a year"
Data Analyst,Robert Half Australia,Sydney NSW,"Identify data gaps, analyze and document data patterns. Transferring data to insight in partnership with business by identifying the requirements and gaps and...",$550 a week
Data Analyst,u&u Recruitment Partners,,Data Analyst opportunity within a high performing team. Work with the data team to interpret and analyse data results;...,
Operations Analyst,Standard Communication,,We have a new opportunity for an Operations Analyst to join our business In the role of Operations Analyst you will report to the Financial Controller and you...,
ANZ Payroll Function Analyst (9 – 12 months Fixed Term Contr...,Accenture,,Assisting with review and validation of data entry and paperwork (e.g. ANZ Payroll team professionals provide the timely and accurate delivery of employee...,
Data Engineer,hipages,,"You will work closely with our data architect, data scientists, data analysts as well as key business stakeholders to devising strategies, prioritise, and...",
Business Intelligence Analyst,Beatmy Salary,,"Strong knowledge on Data modelling, Data Analysis and Data structures. SSRS, Power BI, MS Excel, SQL Queries, Microsoft Business Intelligence, Transact SQL,...","$44,000 a year"
Application Developer,ICT & Digital Government,,"Ability to work closely with a team of developers from different disciplines as well as business analysts. Good understanding of Siebel architecture, server...",
Senior Analyst,NAB - National Australia Bank,,"It is also to coordinate and manage tasks and requirements to ensure that MLC meets its ATO reporting obligation, in addition to managing the quality of...",
Actuarian with Actuarial qualifications and Data Analyst ski...,Powerdata Group Consulting,,We are looking for Actuaries and Data Analysts with Actuarial qualifications to assist in delivering the Insights and Outcomes strategy....,
Research Analyst - Super,FourQuarters,,Research Analyst - Super. Responsibilities within the Research Analyst role:. Contribute to the research process and data quality....,
Business Analyst,GBGroup,,Head of Data. 2-5 years’ experience as a business analyst or architect working on corporate systems. We are looking for an experienced and capable Business...,
